codigo,estacion,categoria,departamento,provincia,latitud,longitud,icono,estado,codigo_antiguo
111151,PUENTE MAGDALENA,HLG,LIMA,CANTA,-11.69463,-76.83719,H,REAL,
113249,CAÑETE,EMA,LIMA,CAÑETE,-13.07475,-76.33042,M,AUTOMATICA,
203101,LA CAPILLA,HLG,LIMA,CAÑETE,-12.52194,-76.49637,H,REAL,
212900,LA CAPILLA SENAMHI,EHA,LIMA,CAÑETE,-12.52183,-76.49658,H,AUTOMATICA,
112058,PACARAN,CO,LIMA,CAÑETE,-12.86689,-76.05793,M,REAL,
203303,PACARAN,HLM,LIMA,CAÑETE,-12.86096,-76.05479,H,REAL,
203302,SOCSI,HLG,LIMA,CAÑETE,-13.0283,-76.19453,H,REAL,
472191AC,SOCSI,EHA,LIMA,CAÑETE,-13.02825,-76.1945,H,AUTOMATICA,
113140,SOCSI CAÑETE,PE,LIMA,CAÑETE,-13.03051,-76.20027,M,REAL,
47E323B2,CARAC,EMA,LIMA,HUARAL,-11.19005,-76.77937,M,AUTOMATICA,
47E2323E,CUCHUANCA,EHA,LIMA,HUARAL,-11.20158,-76.7881,H,AUTOMATICA,
111022,HUAYAN,CO,LIMA,HUARAL,-11.45281,-77.122,M,REAL,
111087,PIRCA,PLU,LIMA,HUARAL,-11.2328,-76.65513,M,DIFERIDO,155214
47E34654,PIRCA,EMA,LIMA,HUARAL,-11.23284,-76.65514,M,AUTOMATICA,
111081,SANTA CRUZ,PLU,LIMA,HUARAL,-11.19827,-76.63487,M,DIFERIDO,155202
47E330C4,SANTA CRUZ,EMA,LIMA,HUARAL,-11.19827,-76.63487,M,AUTOMATICA,
202701,SANTO DOMINGO,HLG,LIMA,HUARAL,-11.37009,-77.02823,H,REAL,
47E214D2,SANTO DOMINGO,EHMA,LIMA,HUARAL,-11.37,-77.02833,H,AUTOMATICA,
47E257D8,VICHAYCOCHA,EHA,LIMA,HUARAL,-11.13916,-76.62455,H,AUTOMATICA,
203003,ANTAPUCRO,HLG,LIMA,HUAROCHIRI,-12.0314,-76.62437,H,REAL,
112124,ANTIOQUIA,PE,LIMA,HUAROCHIRI,-12.07773,-76.51359,M,DIFERIDO,156100
111077,AUTISHA,PLU,LIMA,HUAROCHIRI,-11.73815,-76.61103,M,DIFERIDO,155122
202903,AUTISHA,HLM,LIMA,HUAROCHIRI,-11.73523,-76.60659,H,DIFERIDO,202903
111091,CARAMPOMA,PLU,LIMA,HUAROCHIRI,-11.65503,-76.51514,M,DIFERIDO,155223
111114,CASAPALCA,PLU,LIMA,HUAROCHIRI,-11.63804,-76.23332,M,DIFERIDO,155446
472D73C2,CASAPALCA,EMA,LIMA,HUAROCHIRI,-11.638,-76.23325,M,AUTOMATICA,
112080,HUANCATA,PLU,LIMA,HUAROCHIRI,-12.18618,-76.24066,M,DIFERIDO,151207
112055,HUAROCHIRI,CO,LIMA,HUAROCHIRI,-12.13886,-76.23429,M,REAL,
112082,LANGA,PLU,LIMA,HUAROCHIRI,-12.12645,-76.42108,M,DIFERIDO,151214
111027,MATUCANA,CO,LIMA,HUAROCHIRI,-11.83913,-76.37792,M,REAL,
472CE45A,MATUCANA,EMA,LIMA,HUAROCHIRI,-11.83911,-76.378,M,AUTOMATICA,
202902,MILLOC,HLM,LIMA,HUAROCHIRI,-11.57046,-76.35017,H,DIFERIDO,202902
111144,MILLOC,PLU,LIMA,HUAROCHIRI,-11.57131,-76.34995,M,DIFERIDO,155514
212700,PUENTE ANTAPUCRO,EHA,LIMA,HUAROCHIRI,-12.0333,-76.6333,H,AUTOMATICA,
111061,RIO BLANCO,PLU,LIMA,HUAROCHIRI,-11.73447,-76.25967,M,DIFERIDO,151210
202904,RIO BLANCO,HLG,LIMA,HUAROCHIRI,-11.7345,-76.25938,H,REAL,
111093,SAN JOSE DE PARAC,PLU,LIMA,HUAROCHIRI,-11.80053,-76.25811,M,DIFERIDO,155225
112126,SAN LAZARO DE ESCOMARCA,CO,LIMA,HUAROCHIRI,-12.18088,-76.35207,M,REAL,
202905,SAN MATEO,HLG,LIMA,HUAROCHIRI,-11.76012,-76.30111,H,REAL,
212605,SAN MATEO ,EHA,LIMA,HUAROCHIRI,-11.76012,-76.30111,H,AUTOMATICA,
111175,SAN MATEO DE HUANCHOR,PLU,LIMA,HUAROCHIRI,-11.76017,-76.301,M,REAL,
111291,SAN MATEO DE OTAO,PLU,LIMA,HUAROCHIRI,-11.847,-76.5636,M,DIFERIDO,111291
472EC742,SAN MATEO DE OTAO,EMA,LIMA,HUAROCHIRI,-11.847,-76.56359,M,AUTOMATICA,
111086,SANTA EULALIA,PLU,LIMA,HUAROCHIRI,-11.92,-76.66664,M,REAL,
202930,SANTA EULALIA,HLM,LIMA,HUAROCHIRI,-11.91984,-76.66678,H,REAL,
472E24B0,SANTA EULALIA,EHMA,LIMA,HUAROCHIRI,-11.92,-76.66664,H,AUTOMATICA,
111092,SANTIAGO DE TUNA,PLU,LIMA,HUAROCHIRI,-11.9832,-76.5242,M,DIFERIDO,155224
472CA750,SANTIAGO DE TUNA,EMA,LIMA,HUAROCHIRI,-11.9832,-76.5242,M,AUTOMATICA,
111062,SHEQUE,PLU,LIMA,HUAROCHIRI,-11.66095,-76.5023,M,DIFERIDO,151213
111004,ALCANTARILLA,MAP,LIMA,HUAURA,-11.06068,-77.55011,M,REAL,
110042,AMBAR,PLU,LIMA,HUAURA,-10.75484,-77.2668,M,DIFERIDO,151211
110017,CAMAY,CO,LIMA,HUAURA,-10.91294,-77.6489,M,REAL,
111018,LOMAS DE LACHAY,CO,LIMA,HUAURA,-11.36014,-77.36839,M,REAL,
110056,PACCHO,PLU,LIMA,HUAURA,-10.95602,-76.93473,M,DIFERIDO,155200
111084,PACHAMACHAY,PLU,LIMA,HUAURA,-11.06525,-76.9141,M,DIFERIDO,155207
110053,PAMPA LIBRE,CO,LIMA,HUAURA,-10.86578,-76.97,M,DIFERIDO,155107
110063,PARQUIN,PLU,LIMA,HUAURA,-10.96665,-76.71983,M,DIFERIDO,155212
212301,SAYAN,HLM,LIMA,HUAURA,-11.13476,-77.19832,H,REAL,
4724966C,SAYAN,EHMA,LIMA,HUAURA,-11.13472,-77.19833,H,AUTOMATICA,
111163,UNJF SANCHEZ CARRION - HUACHO,CP,LIMA,HUAURA,-11.12386,-77.60603,M,REAL,
212500,AGUA AZUL BOCATOMA,EHA,LIMA,LIMA,-11.80778,-76.99766,H,AUTOMATICA,
472A218A,ANTONIO RAYMONDI,EMA,LIMA,LIMA,-11.77606,-77.15139,M,AUTOMATICA,
112171,CAMPO DE MARTE,CP,LIMA,LIMA,-12.07053,-77.04317,M,REAL,
112181,CAMPO DE MARTE,EMA,LIMA,LIMA,-12.07056,-77.04314,M,AUTOMATICA,
111286,CARABAYLLO,EMA,LIMA,LIMA,-11.90219,-77.03364,M,AUTOMATICA,
112278,CERES,EMA,LIMA,LIMA,-12.02867,-76.92711,M,AUTOMATICA,
111060,CHOSICA,PLU,LIMA,LIMA,-11.92986,-76.68975,M,REAL,
202906,CHOSICA,HLG,LIMA,LIMA,-11.92983,-76.68973,H,REAL,
47278214,CHOSICA,EHMA,LIMA,LIMA,-11.92986,-76.68964,H,AUTOMATICA,
112281,LAS PALMAS,EMA,LIMA,LIMA,-12.15675,-77.01303,M,AUTOMATICA,
202910,PUENTE HUACHIPA,HLM,LIMA,LIMA,-12.01281,-76.89441,H,REAL,
111287,PUENTE PIEDRA,EMA,LIMA,LIMA,-11.86325,-77.07413,M,AUTOMATICA,
112193,SAN BORJA,EMA,LIMA,LIMA,-12.10859,-77.00769,M,AUTOMATICA,
112267,SAN JUAN DE LURIGANCHO,EMA,LIMA,LIMA,-11.98164,-76.99925,M,AUTOMATICA,
112265,SAN MARTIN DE PORRES,EAA,LIMA,LIMA,-12.00889,-77.08447,M,AUTOMATICA,
112208,SANTA ANITA,EMA,LIMA,LIMA,-12.04302,-76.97144,M,AUTOMATICA,
112233,VILLA MARIA DEL TRIUNFO,EAA,LIMA,LIMA,-12.16639,-76.92,M,AUTOMATICA,
472AC278,VON HUMBOLDT,EMA,LIMA,LIMA,-12.08221,-76.93944,M,AUTOMATICA,
111023,ÑAÑA,CO,LIMA,LIMA,-11.98744,-76.84194,M,REAL,
111290,ÑAÑA,EMA,LIMA,LIMA,-11.98744,-76.84194,M,AUTOMATICA,
110057,ANDAJES,PLU,LIMA,OYON,-10.78333,-76.9,M,DIFERIDO,155201
110092,LAGUNA COCHAQUILLO,PLU,LIMA,OYON,-10.80394,-76.65537,M,DIFERIDO,155291
202601,LAGUNA SURASACA,HLG,LIMA,OYON,-10.5213,-76.7885,H,DIFERIDO,202601
110059,LAGUNA SURASACA,PLU,LIMA,OYON,-10.5238,-76.7867,M,DIFERIDO,155206
110020,OYON,CO,LIMA,OYON,-10.66769,-76.7687,M,DIFERIDO,000541
110021,PICOY,CO,LIMA,OYON,-10.92162,-76.73701,M,REAL,
202607,PICOY,HLG,LIMA,OYON,-10.92164,-76.7367,H,REAL,
110139,PICOY,EHA,LIMA,OYON,-10.92159,-76.73703,H,AUTOMATICA,
112128,AYAVIRI,PLU,LIMA,YAUYOS,-12.38208,-76.13672,M,DIFERIDO,156104
112133,CARANIA,PE,LIMA,YAUYOS,-12.3444,-75.87215,M,DIFERIDO,156109
472364DC,CARANIA,EAMA,LIMA,YAUYOS,-12.3444,-75.87215,M,AUTOMATICA,
112134,HUANGASCAR,PE,LIMA,YAUYOS,-12.89858,-75.83365,M,REAL,
112127,HUAÑEC,PLU,LIMA,YAUYOS,-12.29359,-76.13902,M,DIFERIDO,156103
112081,SAN PEDRO DE PILAS,PLU,LIMA,YAUYOS,-12.4548,-76.22559,M,DIFERIDO,151212
112130,TANTA,PE,LIMA,YAUYOS,-12.11667,-76.01667,M,DIFERIDO,156106
112135,VILCA,PE,LIMA,YAUYOS,-12.11457,-75.82617,M,DIFERIDO,156111
112096,YAURICOCHA,PLU,LIMA,YAUYOS,-12.31478,-75.71209,M,DIFERIDO,155450
112057,YAUYOS,CO,LIMA,YAUYOS,-12.49173,-75.91039,M,REAL,
100080,LAGUNAS,PLU,LORETO,ALTO AMAZONAS,-5.2194,-75.6661,M,DIFERIDO,152304
230603,LAGUNAS,HLM,LORETO,ALTO AMAZONAS,-5.2171,-75.6679,H,REAL,
100128,SAN RAMON,CP,LORETO,ALTO AMAZONAS,-5.93559,-76.11813,M,REAL,
100132,SHANUSI,CO,LORETO,ALTO AMAZONAS,-6.06703,-76.2505,M,DIFERIDO,153315
104061,BORJA,PLU,LORETO,DATEM DEL MARAÑON,-4.4696,-77.5483,M,DIFERIDO,000270
220107,BORJA,HLM,LORETO,DATEM DEL MARAÑON,-4.47,-77.548,H,DIFERIDO,220107
104057,SAN LORENZO,CO,LORETO,DATEM DEL MARAÑON,-4.82954,-76.55477,M,REAL,
220108,SAN LORENZO,HLM,LORETO,DATEM DEL MARAÑON,-4.8322,-76.5554,H,REAL,
221402,NAUTA,HLM,LORETO,LORETO,-4.5146,-73.5831,H,DIFERIDO,221401
104056,NAUTA,CO,LORETO,LORETO,-4.51336,-73.58375,M,REAL,
104098,SAN REGIS,PE,LORETO,LORETO,-4.51301,-73.90751,M,DIFERIDO,150212
220105,SAN REGIS,HLM,LORETO,LORETO,-4.5132,-73.9076,H,DIFERIDO,220105
104112,SAN REGIS,EMA,LORETO,LORETO,-4.51301,-73.90751,M,AUTOMATICA,
104065,SANTA RITA DE CASTILLA,PE,LORETO,LORETO,-4.5922,-74.3806,M,DIFERIDO,152401
240005, PUERTO ALEGRIA,HLM,LORETO,MARISCAL RAMON CASTILLA,-4.11491,-70.05391,H,DIFERIDO,240005
103031,CABALLOCOCHA,CO,LORETO,MARISCAL RAMON CASTILLA,-3.9112,-70.5119,M,REAL,
4727547C,CABALLOCOCHA,EMA,LORETO,MARISCAL RAMON CASTILLA,-3.91125,-70.51206,M,AUTOMATICA,
103054,PEBAS,CO,LORETO,MARISCAL RAMON CASTILLA,-3.3188,-71.8588,M,REAL,
47288486,PEBAS,EAMA,LORETO,MARISCAL RAMON CASTILLA,-3.31791,-71.85962,M,AUTOMATICA,
104010,SANTA ROSA,PLU,LORETO,MARISCAL RAMON CASTILLA,-4.22636,-69.95629,M,DIFERIDO,150209
240108,SANTA ROSA,HLM,LORETO,MARISCAL RAMON CASTILLA,-4.2242,-69.9535,H,DIFERIDO,240108
240503,AMAZONAS,HLM,LORETO,MAYNAS,-3.76668,-73.25308,H,DIFERIDO,240503
103057,AMAZONAS,CO,LORETO,MAYNAS,-3.76397,-73.25492,M,DIFERIDO,000154
103065,AMAZONAS,EMA,LORETO,MAYNAS,-3.76397,-73.25492,M,AUTOMATICA,
240111,BELLAVISTA,HLM,LORETO,MAYNAS,-3.4786,-73.068,H,DIFERIDO,260102
103012,BELLAVISTA,PLU,LORETO,MAYNAS,-3.4788,-73.068,M,DIFERIDO,150205
240102,ENAPU PERU,HLM,LORETO,MAYNAS,-3.72722,-73.23694,H,DIFERIDO,240101
47252718,ENAPU PERU,EHMA,LORETO,MAYNAS,-3.72722,-73.23694,H,AUTOMATICA,
103024,FRANCISCO ORELLANA,CO,LORETO,MAYNAS,-3.42333,-72.76667,M,REAL,
103014,LA LIBERTAD,PLU,LORETO,MAYNAS,-3.4863,-73.2337,M,DIFERIDO,150207
240112,LA LIBERTAD,HLM,LORETO,MAYNAS,-3.4863,-73.2339,H,DIFERIDO,260201
103009,MANITI,PE,LORETO,MAYNAS,-3.5203,-72.8409,M,DIFERIDO,150201
103044,MAZAN,CP,LORETO,MAYNAS,-3.48817,-73.08182,M,REAL,
103023,MORALILLO,CP,LORETO,MAYNAS,-3.89967,-73.33833,M,DIFERIDO,000153
240502,PUENTE ITAYA,HLM,LORETO,MAYNAS,-4.22513,-73.48251,H,DIFERIDO,240502
240302,PUERTO ALMENDRA,HLM,LORETO,MAYNAS,-3.82743,-73.37741,H,DIFERIDO,240302
103046,PUERTO ALMENDRA,CO,LORETO,MAYNAS,-3.8286,-73.377,M,REAL,
103015,PUNCHANA,PE,LORETO,MAYNAS,-3.6903,-73.2556,M,REAL,
103052,SAN ROQUE,CP,LORETO,MAYNAS,-3.78667,-73.29333,M,DIFERIDO,000176
102009,SANTA CLOTILDE,CO,LORETO,MAYNAS,-2.48757,-73.67919,M,DIFERIDO,000177
240110,SANTA CLOTILDE,HLM,LORETO,MAYNAS,-2.487,-73.679,H,DIFERIDO,260101
103013,SANTA CRUZ,PLU,LORETO,MAYNAS,-3.5169,-73.1526,M,DIFERIDO,150206
240109,SANTA CRUZ,HLM,LORETO,MAYNAS,-3.51725,-73.15411,H,DIFERIDO,240109
240001,SANTA MARIA DE NANAY,HLM,LORETO,MAYNAS,-3.8891,-73.6961,H,DIFERIDO,240110
240304,SANTO TOMAS PUNCHANA,HLM,LORETO,MAYNAS,-3.69279,-73.25625,H,DIFERIDO,240304
240106,SEDA LORETO,HLM,LORETO,MAYNAS,-3.7528,-73.281,H,DIFERIDO,240105
103049,TAMSHIYACU,CO,LORETO,MAYNAS,-4.00356,-73.16112,M,REAL,
240103,TAMSHIYACU,HLM,LORETO,MAYNAS,-4.00316,-73.1614,H,REAL,
240202,TIMICURILLO,HLM,LORETO,MAYNAS,-3.5237,-73.0834,H,DIFERIDO,240202
240402,EL ESTRECHO,HLM,LORETO,PUTUMAYO,-2.453,-72.6812,H,DIFERIDO,240402
102006,EL ESTRECHO,CO,LORETO,PUTUMAYO,-2.4467,-72.6643,M,DIFERIDO,000110
240401,ANGAMOS,HLM,LORETO,REQUENA,-5.1512,-72.8752,H,DIFERIDO,240111
105078,ANGAMOS,CO,LORETO,REQUENA,-5.1498,-72.8771,M,DIFERIDO,000269
104067,BAGAZAN,PE,LORETO,REQUENA,-4.724,-73.5321,M,DIFERIDO,152406
105090,BRETAÑA,PE,LORETO,REQUENA,-5.2539,-74.3444,M,DIFERIDO,152402
251100,FLOR DE PUNGA,HLM,LORETO,REQUENA,-5.4077,-74.1569,H,DIFERIDO,231302
105092,FLOR DE PUNGA,PE,LORETO,REQUENA,-5.4055,-74.1591,M,DIFERIDO,152405
251104,GENARO HERRERA,HLM,LORETO,REQUENA,-4.902,-73.6715,H,DIFERIDO,231303
104071,GENARO HERRERA,CP,LORETO,REQUENA,-4.91003,-73.66944,M,REAL,
105095,REQUENA,CO,LORETO,REQUENA,-5.04308,-73.83612,M,DIFERIDO,000280
250101,REQUENA,HLM,LORETO,REQUENA,-5.0411,-73.84,H,DIFERIDO,250101
4724E0FC,REQUENA,EMA,LORETO,REQUENA,-5.0431,-73.8361,M,AUTOMATICA,
105091,TAMANCO,PLU,LORETO,REQUENA,-5.7921,-74.289,M,DIFERIDO,152403
251102,CONTAMANA,HLM,LORETO,UCAYALI,-7.3518,-75.0109,H,DIFERIDO,231301
100034,CONTAMANA,CO,LORETO,UCAYALI,-7.3526,-75.0064,M,DIFERIDO,000387
47287402,CONTAMANA,EAMA,LORETO,UCAYALI,-7.35254,-75.00632,M,AUTOMATICA,
113251,PUENTE INAMBARI,HLM,MADRE DE DIOS,MANU,-13.18638,-70.38401,H,DIFERIDO,113251
47E8201A,SALVACION,EMA,MADRE DE DIOS,MANU,-12.8312,-71.36446,M,AUTOMATICA,
110129,IÑAPARI,CO,MADRE DE DIOS,TAHUAMANU,-10.95589,-69.578,M,REAL,
472587E0,IÑAPARI,EAMA,MADRE DE DIOS,TAHUAMANU,-10.95589,-69.578,M,AUTOMATICA,
260403,CACHUELA,EHMA,MADRE DE DIOS,TAMBOPATA,-12.60442,-69.18304,H,AUTOMATICA,
47E8336C,MALINOWSKY,EMA,MADRE DE DIOS,TAMBOPATA,-12.93411,-69.5175,M,AUTOMATICA,
260402,PUENTE HERRERA,EHMA,MADRE DE DIOS,TAMBOPATA,-12.61361,-69.19413,H,AUTOMATICA,
100109,PUERTO MALDONADO,CP,MADRE DE DIOS,TAMBOPATA,-12.5873,-69.2088,M,REAL,
112279,PUERTO MALDONADO,EMA,MADRE DE DIOS,TAMBOPATA,-12.5873,-69.2088,M,AUTOMATICA,
260002,TAMBOPATA,EHA,MADRE DE DIOS,TAMBOPATA,-12.5925,-69.17529,H,AUTOMATICA,
100059,ICHUÑA,CO,MOQUEGUA,GENERAL SANCHEZ CERRO,-16.14109,-70.5427,M,DIFERIDO,158310
116023,OMATE,CO,MOQUEGUA,GENERAL SANCHEZ CERRO,-16.67531,-70.97925,M,REAL,
116021,PUQUINA,CO,MOQUEGUA,GENERAL SANCHEZ CERRO,-16.62978,-71.18476,M,REAL,
116049,QUINISTAQUILLAS,CO,MOQUEGUA,GENERAL SANCHEZ CERRO,-16.74971,-70.87858,M,REAL,
100142,UBINAS,CO,MOQUEGUA,GENERAL SANCHEZ CERRO,-16.3888,-70.8541,M,REAL,
117007,ILO,CO,MOQUEGUA,ILO,-17.62381,-71.27188,M,REAL,
117008,PUNTA COLES,CO,MOQUEGUA,ILO,-17.69862,-71.37331,M,REAL,
116051,CALACOA,CO,MOQUEGUA,MARISCAL NIETO,-16.73988,-70.68765,M,REAL,
116025,CARUMAS,CO,MOQUEGUA,MARISCAL NIETO,-16.8115,-70.6954,M,REAL,
117002,MOQUEGUA,CP,MOQUEGUA,MARISCAL NIETO,-17.17875,-70.93269,M,REAL,
4723F1BE,MOQUEGUA,EMA,MOQUEGUA,MARISCAL NIETO,-17.17874,-70.93267,M,AUTOMATICA,
214700,OTORA,HLG,MOQUEGUA,MARISCAL NIETO,-17.0073,-70.8536,H,DIFERIDO,204812
117024,OTORA,PLU,MOQUEGUA,MARISCAL NIETO,-17.0041,-70.8504,M,DIFERIDO,158302
116052,PAMPA UMALZO (TITIJONES),CO,MOQUEGUA,MARISCAL NIETO,-16.8439,-70.5494,M,DIFERIDO,158309
117031,TUMILACA,PLU,MOQUEGUA,MARISCAL NIETO,-17.1277,-70.8369,M,DIFERIDO,158314
204804,TUMILACA,HLG,MOQUEGUA,MARISCAL NIETO,-17.12838,-70.83689,H,REAL,
100150,YACANGO,CO,MOQUEGUA,MARISCAL NIETO,-17.09078,-70.86699,M,REAL,
110137,12 DE OCTUBRE,EAMA,PASCO,DANIEL ALCIDES CARRION,-10.60641,-76.52927,M,AUTOMATICA,
110007,YANAHUANCA,CO,PASCO,DANIEL ALCIDES CARRION,-10.4896,-76.5129,M,REAL,
250503,ENTAZ,HLM,PASCO,OXAPAMPA,-10.72244,-75.26238,H,DIFERIDO,250503
110028,OXAPAMPA,CO,PASCO,OXAPAMPA,-10.5642,-75.4184,M,REAL,
4725D79C,OXAPAMPA,EMA,PASCO,OXAPAMPA,-10.59417,-75.38417,M,AUTOMATICA,
109093,PUERTO BERMUDEZ,EAMA,PASCO,OXAPAMPA,-10.28619,-74.94356,M,AUTOMATICA,
110037,CERRO DE PASCO,CO,PASCO,PASCO,-10.69341,-76.26421,M,REAL,
104097,ALTO DE POCLUS,CP,PIURA,AYABACA,-4.9169,-79.89047,M,REAL,
104114,ALTO DE POCLUS,PE,PIURA,AYABACA,-4.91691,-79.89052,M,AUTOMATICA,
104058,AYABACA,CP,PIURA,AYABACA,-4.63776,-79.71077,M,REAL,
47E9177A,EL CIRUELO,EHA,PIURA,AYABACA,-4.29899,-80.1673,H,AUTOMATICA,
47E281B0,HUALCUY,EMA,PIURA,AYABACA,-4.74701,-79.60729,M,AUTOMATICA,
472FC5B8,PAIMAS,EMA,PIURA,AYABACA,-4.63439,-79.94581,M,AUTOMATICA,
47E0C74E,PUENTE MACARA,EHA,PIURA,AYABACA,-4.39338,-79.96412,H,AUTOMATICA,
104019,SAPILLICA,PLU,PIURA,AYABACA,-4.77817,-79.98178,M,REAL,
472FF022,SAPILLICA,EMA,PIURA,AYABACA,-4.79639,-79.99972,M,AUTOMATICA,
472F86B2,CANCHAQUE,EMA,PIURA,HUANCABAMBA,-5.40055,-79.6052,M,AUTOMATICA,
105024,HACIENDA SHUMAYA,PLU,PIURA,HUANCABAMBA,-5.36492,-79.36056,M,DIFERIDO,152128
105055,HUANCABAMBA,CP,PIURA,HUANCABAMBA,-5.24681,-79.45399,M,REAL,
472FE354,HUANCABAMBA,EMA,PIURA,HUANCABAMBA,-5.24681,-79.45399,M,AUTOMATICA,
105064,HUARMACA,CO,PIURA,HUANCABAMBA,-5.56479,-79.51975,M,REAL,
472761E6,HUARMACA,EAMA,PIURA,HUANCABAMBA,-5.56586,-79.52544,M,AUTOMATICA,
100105,PORCULLA,PLU,PIURA,HUANCABAMBA,-5.83964,-79.50572,M,DIFERIDO,152132
105096,SALALA,CP,PIURA,HUANCABAMBA,-5.11153,-79.46349,M,REAL,
220509,SONDORILLO,HLM,PIURA,HUANCABAMBA,-5.33922,-79.41575,H,DIFERIDO,220510
105022,SONDORILLO,CO,PIURA,HUANCABAMBA,-5.3398,-79.43137,M,REAL,
105023,TULUCE,PLU,PIURA,HUANCABAMBA,-5.47718,-79.34742,M,DIFERIDO,152127
105016,CHALACO,CP,PIURA,MORROPON,-5.03865,-79.79168,M,REAL,
472FB328,CHALACO,EMA,PIURA,MORROPON,-5.03389,-79.83,M,AUTOMATICA,
105070,CHULUCANAS,CO,PIURA,MORROPON,-5.10843,-80.16956,M,REAL,
472F6540,CHULUCANAS,EMA,PIURA,MORROPON,-5.10844,-80.16954,M,AUTOMATICA,
47E037CA,CORRAL DEL MEDIO,EHA,PIURA,MORROPON,-5.18871,-79.89148,H,AUTOMATICA,
105013,EL VIRREY,PLU,PIURA,MORROPON,-5.5337,-79.98233,M,REAL,
472F50DA,EL VIRREY,EMA,PIURA,MORROPON,-5.53579,-79.98416,M,AUTOMATICA,
47E074C0,HACIENDA BARRIOS,EHA,PIURA,MORROPON,-5.2895,-79.69909,H,AUTOMATICA,
105015,HACIENDA BIGOTE,PLU,PIURA,MORROPON,-5.3209,-79.7857,M,DIFERIDO,152111
472F95C4,HACIENDA BIGOTE ,EMA,PIURA,MORROPON,-5.32089,-79.78569,M,AUTOMATICA,
108007,MALACASI,CP,PIURA,MORROPON,-5.33977,-79.85794,M,REAL,
472FA05E,MALACASI,EMA,PIURA,MORROPON,-5.33977,-79.85794,M,AUTOMATICA,
105106,MORROPON,CO,PIURA,MORROPON,-5.19465,-79.97107,M,REAL,
472F7636,MORROPON,EMA,PIURA,MORROPON,-5.19465,-79.97107,M,AUTOMATICA,
47E0415A,PUENTE ÑACARA,EHA,PIURA,MORROPON,-5.1128,-80.17296,H,AUTOMATICA,
47E067B6,SALITRAL,EHA,PIURA,MORROPON,-5.34602,-79.83761,H,AUTOMATICA,
100126,SAN PEDRO,PLU,PIURA,MORROPON,-5.07954,-80.01621,M,REAL,
200415,SAN PEDRO,HLG,PIURA,MORROPON,-5.0796,-80.01624,H,REAL,
47E08444,SAN PEDRO,EHA,PIURA,MORROPON,-5.07954,-80.0162,H,AUTOMATICA,
100131,SANTO DOMINGO,CO,PIURA,MORROPON,-5.03825,-79.87049,M,REAL,
105145,SANTO DOMINGO,EMA,PIURA,MORROPON,-5.03827,-79.87049,M,AUTOMATICA,
104090,LA ESPERANZA,CP,PIURA,PAITA,-4.92114,-81.05969,M,REAL,
47E0B1DE,PUENTE SIMON RODRIGUEZ,EHA,PIURA,PAITA,-4.87999,-81.02038,H,AUTOMATICA,
47E0E1A2,BOCATOMA CHIPILLICO,EHA,PIURA,PIURA,-4.7142,-80.11825,H,AUTOMATICA,
47E0F2D4,LAGARTERA,EHA,PIURA,PIURA,-4.7285,-80.06956,H,AUTOMATICA,
105100,MIRAFLORES,MAP,PIURA,PIURA,-5.17528,-80.61654,M,DIFERIDO,000207
105112,MIRAFLORES,EMA,PIURA,PIURA,-5.17528,-80.61654,M,AUTOMATICA,
104084,PARTIDOR,CO,PIURA,PIURA,-4.73197,-80.27982,M,REAL,
104113,PARTIDOR,EMA,PIURA,PIURA,-4.73197,-80.27978,M,AUTOMATICA,
105063,SAN MIGUEL,MAP,PIURA,PIURA,-5.2462,-80.68436,M,REAL,
105143,SAN MIGUEL,PE,PIURA,PIURA,-5.24619,-80.68425,M,AUTOMATICA,
47E0522C,TAMBO GRANDE,EHA,PIURA,PIURA,-4.93848,-80.34703,H,AUTOMATICA,
105012,BERNAL,CO,PIURA,SECHURA,-5.4545,-80.74262,M,REAL,
105144,BERNAL,EMA,PIURA,SECHURA,-5.45449,-80.74262,M,AUTOMATICA,
105105,CHUSIS,CO,PIURA,SECHURA,-5.52756,-80.81275,M,REAL,
105120,CHUSIS,EMA,PIURA,SECHURA,-5.51694,-80.83361,M,AUTOMATICA,
104044,ALAMOR,PLU,PIURA,SULLANA,-4.47749,-80.3979,M,DIFERIDO,152153
200322,ALAMOR,HLM,PIURA,SULLANA,-4.47401,-80.39915,H,DIFERIDO,200324
47E0D438,ALAMOR,EHA,PIURA,SULLANA,-4.47749,-80.39788,H,AUTOMATICA,
47E09732,LA ARDILLA,EHA,PIURA,SULLANA,-4.49094,-80.38819,H,AUTOMATICA,
104016,LANCONES,CO,PIURA,SULLANA,-4.64288,-80.54717,M,REAL,
472FD6CE,LANCONES,EMA,PIURA,SULLANA,-4.6429,-80.54716,M,AUTOMATICA,
104079,MALLARES,CP,PIURA,SULLANA,-4.85574,-80.73556,M,REAL,
104014,PANANGA,PLU,PIURA,SULLANA,-4.51556,-80.73945,M,DIFERIDO,152101
104080,EL ALTO,CO,PIURA,TALARA,-4.26198,-81.21815,M,REAL,
115035,ARAPA,CO,PUNO,AZANGARO,-15.1786,-70.109,M,REAL,
114041,AZANGARO,CO,PUNO,AZANGARO,-14.9172,-70.19046,M,REAL,
114042,MUÑANI,CO,PUNO,AZANGARO,-14.76694,-69.95181,M,REAL,
114040,PROGRESO,CO,PUNO,AZANGARO,-14.6717,-70.3678,M,DIFERIDO,000778
