codigo,estacion,departamento,provincia,modelo,variable,periodo_inicio,periodo_fin,ciclos,horizonte,resolucion,bias,rmse,spearman,n,pod_0p1,far_0p1,csi_0p1,eventos_0p1,pod_1,far_1,csi_1,eventos_1,pod_5,far_5,csi_5,eventos_5,pod_25,far_25,csi_25,eventos_25
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.371,0.882,0.332,224,0.95,0.814,0.184,20,0.5,0.848,0.132,10,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.224,0.588,0.421,171,1.0,0.805,0.195,15,0.571,0.81,0.167,7,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.392,0.883,0.087,195,0.778,0.877,0.119,18,0.222,0.943,0.048,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.047,0.467,0.209,222,0.158,0.727,0.111,19,0.111,0.667,0.091,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,mpas15,pp,20260824,20260922,00Z,D1,6h,0.99,1.82,0.063,113,0.6,0.891,0.102,10,0.6,0.933,0.064,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.289,0.886,0.349,220,0.9,0.846,0.151,20,0.375,0.88,0.1,8,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.658,1.51,0.252,168,0.882,0.857,0.14,17,0.429,0.923,0.07,7,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.536,1.181,0.173,191,0.75,0.89,0.106,16,0.333,0.956,0.041,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.071,0.602,0.409,218,0.3,0.667,0.188,20,0.125,0.75,0.091,8,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,mpas15,pp,20260824,20260922,00Z,D1,6h,1.01,2.076,0.317,111,0.9,0.809,0.188,10,1.0,0.895,0.105,4,S/D,1.0,0.0,0,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.225,0.797,0.237,226,1.0,0.884,0.116,14,0.0,1.0,0.0,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.468,1.186,0.239,172,1.0,0.891,0.109,11,0.5,0.935,0.061,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.575,1.355,0.049,197,0.583,0.933,0.064,12,0.0,1.0,0.0,3,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.035,0.694,0.208,224,0.214,0.8,0.115,14,0.0,1.0,0.0,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,mpas15,pp,20260824,20260922,00Z,D1,6h,1.074,2.228,0.174,114,0.857,0.875,0.122,7,1.0,0.949,0.051,2,0.0,1.0,0.0,1,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.003,0.009,S/D,209,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.007,0.022,S/D,159,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.001,0.005,S/D,182,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.001,0.003,S/D,208,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,mpas15,pp,20260824,20260922,00Z,D1,6h,0.0,0.0,S/D,106,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.422,1.333,0.3,213,0.889,0.842,0.155,18,0.5,0.769,0.188,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.894,1.968,0.183,160,0.857,0.88,0.118,14,0.333,0.927,0.064,9,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.114,0.474,0.219,189,0.625,0.844,0.143,16,0.1,0.909,0.05,10,S/D,S/D,S/D,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.148,1.02,0.138,212,0.389,0.848,0.123,18,0.0,1.0,0.0,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,mpas15,pp,20260824,20260922,00Z,D1,6h,1.205,2.894,0.154,108,0.667,0.891,0.103,9,0.667,0.889,0.105,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.297,0.674,S/D,224,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.825,1.454,S/D,171,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.172,0.432,S/D,197,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.028,0.115,S/D,225,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,mpas15,pp,20260824,20260922,00Z,D1,6h,0.912,1.884,S/D,114,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,mpas15,pp,20260824,20260922,00Z,D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.204,0.589,0.203,228,0.571,0.907,0.087,14,0.5,0.833,0.143,4,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.51,1.027,0.324,174,1.0,0.888,0.112,11,0.667,0.941,0.057,3,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.066,0.414,0.351,201,0.714,0.796,0.189,14,0.0,1.0,0.0,4,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.301,1.224,0.318,229,0.571,0.818,0.16,14,0.5,0.905,0.087,4,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,mpas15,pp,20260824,20260922,00Z,D1,6h,0.636,1.659,0.067,116,0.571,0.892,0.1,7,0.5,0.964,0.034,2,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.176,0.542,0.22,217,0.75,0.857,0.136,16,0.667,0.667,0.286,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.504,1.032,0.194,165,0.786,0.887,0.11,14,0.8,0.886,0.111,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.061,0.507,0.195,193,0.562,0.816,0.161,16,0.333,0.75,0.167,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.228,1.07,0.396,216,0.75,0.721,0.255,16,0.667,0.8,0.182,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,mpas15,pp,20260824,20260922,00Z,D1,6h,0.614,1.661,0.115,110,0.625,0.872,0.119,8,0.667,0.931,0.067,3,S/D,1.0,0.0,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.37,0.945,S/D,226,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.24,0.545,S/D,173,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.005,0.026,S/D,199,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.033,0.197,S/D,227,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,mpas15,pp,20260824,20260922,00Z,D1,6h,0.283,0.874,S/D,115,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,mpas15,pp,20260824,20260922,00Z,D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.412,0.852,0.383,228,1.0,0.85,0.15,18,0.667,0.886,0.108,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.706,1.529,0.326,176,1.0,0.883,0.117,13,0.6,0.927,0.07,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.064,0.486,0.341,202,0.647,0.725,0.239,17,0.0,1.0,0.0,5,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.19,1.278,0.546,228,0.75,0.583,0.366,20,0.333,0.857,0.111,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,mpas15,pp,20260824,20260922,00Z,D1,6h,0.598,1.24,0.213,116,0.8,0.822,0.17,10,0.333,0.974,0.025,3,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.27,0.798,0.542,215,0.867,0.639,0.342,45,0.909,0.667,0.323,11,0.0,S/D,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.553,1.523,0.53,162,0.917,0.676,0.314,36,0.625,0.861,0.128,8,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.121,0.768,0.364,189,0.372,0.385,0.302,43,0.0,1.0,0.0,10,0.0,S/D,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.285,1.488,0.616,214,0.696,0.333,0.516,46,0.417,0.792,0.161,12,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,mpas15,pp,20260824,20260922,00Z,D1,6h,0.627,1.449,0.256,109,0.75,0.64,0.321,24,0.833,0.857,0.139,6,0.0,1.0,0.0,1,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.053,0.678,0.455,223,0.8,0.582,0.378,35,0.444,0.619,0.258,18,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.492,1.376,0.439,171,0.957,0.738,0.259,23,0.636,0.825,0.159,11,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.058,0.652,0.505,196,0.758,0.554,0.391,33,0.222,0.636,0.16,18,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.192,1.32,0.381,222,0.571,0.649,0.278,35,0.294,0.75,0.156,17,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,mpas15,pp,20260824,20260922,00Z,D1,6h,0.173,0.846,0.367,113,0.611,0.621,0.306,18,0.667,0.739,0.231,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.547,1.614,0.483,228,0.951,0.629,0.364,41,0.455,0.844,0.132,11,1.0,0.917,0.083,1,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.543,1.99,0.459,174,0.909,0.691,0.3,33,0.778,0.682,0.292,9,1.0,0.8,0.2,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.178,1.037,0.33,201,0.3,0.636,0.197,40,0.167,0.6,0.133,12,0.0,S/D,0.0,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.276,1.503,0.415,229,0.488,0.565,0.299,41,0.727,0.704,0.267,11,1.0,0.667,0.333,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,mpas15,pp,20260824,20260922,00Z,D1,6h,0.586,1.47,0.395,116,0.81,0.653,0.321,21,0.667,0.871,0.121,6,1.0,0.8,0.2,1,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.383,0.965,0.429,226,1.0,0.731,0.269,29,0.75,0.791,0.196,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.213,0.758,0.406,173,0.96,0.714,0.282,25,0.3,0.85,0.111,10,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.056,0.563,0.336,199,0.6,0.625,0.3,30,0.143,0.6,0.118,14,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.194,0.885,0.422,227,0.677,0.661,0.292,31,0.429,0.714,0.207,14,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,mpas15,pp,20260824,20260922,00Z,D1,6h,0.458,1.152,0.273,115,0.75,0.721,0.255,16,0.714,0.844,0.147,7,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,4,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,5,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,mpas15,pp,20260824,20260922,00Z,D1,6h,0.0,0.0,S/D,3,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.004,0.033,S/D,227,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,174,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.0,S/D,199,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,0.0,0.001,S/D,226,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,mpas15,pp,20260824,20260922,00Z,D1,6h,0.0,0.0,S/D,115,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.145,2.054,-0.038,230,0.0,1.0,0.0,2,0.0,1.0,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.225,2.337,-0.034,176,0.0,1.0,0.0,2,0.0,1.0,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,eta5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.216,2.174,-0.01,203,0.0,S/D,0.0,2,0.0,S/D,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,wrf5,pp,20260824,20260922,"00Z,12Z",D1,6h,-0.091,1.441,-0.009,231,0.0,1.0,0.0,1,0.0,S/D,0.0,1,0.0,S/D,0.0,1,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,mpas15,pp,20260824,20260922,00Z,D1,6h,-0.179,2.027,-0.084,117,0.0,1.0,0.0,1,0.0,1.0,0.0,1,0.0,S/D,0.0,1,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,ecmwf,pp,20260824,20260922,"00Z,12Z",D1,6h,0.018,0.357,-0.016,227,0.333,0.933,0.059,3,0.0,1.0,0.0,2,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,gfs,pp,20260824,20260922,"00Z,12Z",D1,6h,0.006,0.252,0.279,173,0.667,0.8,0.182,3,0.0,1.0,0.0,1,S/D,S/D,S/D,0,S/D,S/D,S/D,0
