codigo,estacion,departamento,provincia,modelo,variable,periodo_inicio,periodo_fin,ciclos,horizonte,resolucion,bias,rmse,spearman,n,pod_0p1,far_0p1,csi_0p1,eventos_0p1,pod_1,far_1,csi_1,eventos_1,pod_5,far_5,csi_5,eventos_5,pod_25,far_25,csi_25,eventos_25
472B55E0,PUENTE SALINAS AMOJAO,AMAZONAS,BAGUA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.165,1.648,0.441,56,0.8,0.5,0.444,20,0.5,0.667,0.25,8,0.0,S/D,0.0,4,S/D,S/D,S/D,0
472B55E0,PUENTE SALINAS AMOJAO,AMAZONAS,BAGUA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.188,1.834,0.164,41,0.812,0.536,0.419,16,0.167,0.75,0.111,6,0.0,S/D,0.0,3,S/D,S/D,S/D,0
472B55E0,PUENTE SALINAS AMOJAO,AMAZONAS,BAGUA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.144,1.332,0.172,46,0.4,0.667,0.222,15,0.5,0.5,0.333,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
472B55E0,PUENTE SALINAS AMOJAO,AMAZONAS,BAGUA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.237,2.211,-0.008,55,0.25,0.667,0.167,20,0.125,0.833,0.077,8,0.0,1.0,0.0,4,S/D,S/D,S/D,0
472B55E0,PUENTE SALINAS AMOJAO,AMAZONAS,BAGUA,mpas15,pp,20260825,20260923,00Z,D1,6h,-0.339,1.843,0.165,28,0.4,0.5,0.286,10,0.25,0.75,0.143,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
472C57D4,BAGUA,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.648,1.41,0.224,232,1.0,0.911,0.089,14,0.8,0.877,0.119,10,0.0,1.0,0.0,4,S/D,S/D,S/D,0
472C57D4,BAGUA,AMAZONAS,UTCUBAMBA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.222,1.013,0.207,174,0.8,0.929,0.07,10,0.714,0.773,0.208,7,0.0,S/D,0.0,4,S/D,S/D,S/D,0
472C57D4,BAGUA,AMAZONAS,UTCUBAMBA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.221,1.007,0.113,199,0.75,0.907,0.09,12,0.375,0.88,0.1,8,0.0,S/D,0.0,3,S/D,S/D,S/D,0
472C57D4,BAGUA,AMAZONAS,UTCUBAMBA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.144,0.879,0.065,229,0.143,0.857,0.077,14,0.0,S/D,0.0,10,0.0,S/D,0.0,4,S/D,S/D,S/D,0
472C57D4,BAGUA,AMAZONAS,UTCUBAMBA,mpas15,pp,20260825,20260923,00Z,D1,6h,0.812,1.578,0.132,116,0.714,0.925,0.072,7,0.8,0.92,0.078,5,0.5,0.5,0.333,2,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.404,0.93,0.315,228,0.944,0.84,0.159,18,0.5,0.868,0.116,10,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.303,0.826,0.404,172,1.0,0.825,0.175,14,0.571,0.84,0.143,7,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.406,0.896,0.084,195,0.733,0.904,0.093,15,0.222,0.946,0.045,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.048,0.467,0.184,224,0.176,0.727,0.12,17,0.111,0.667,0.091,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B607A,CORRAL QUEMADO,AMAZONAS,UTCUBAMBA,mpas15,pp,20260825,20260923,00Z,D1,6h,1.039,1.893,0.078,114,0.667,0.895,0.1,9,0.6,0.936,0.061,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.295,0.885,0.353,222,0.9,0.846,0.151,20,0.375,0.88,0.1,8,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.723,1.629,0.276,168,0.875,0.864,0.133,16,0.429,0.929,0.065,7,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.516,1.163,0.162,189,0.733,0.896,0.1,15,0.333,0.953,0.043,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.078,0.59,0.384,218,0.3,0.667,0.188,20,0.125,0.667,0.1,8,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B2370,MAGUNCHAL,AMAZONAS,UTCUBAMBA,mpas15,pp,20260825,20260923,00Z,D1,6h,1.001,2.057,0.295,111,0.9,0.809,0.188,10,1.0,0.895,0.105,4,S/D,1.0,0.0,0,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.238,0.883,0.24,230,1.0,0.868,0.132,16,0.0,1.0,0.0,4,0.0,1.0,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.492,1.212,0.259,173,1.0,0.88,0.12,12,0.5,0.941,0.056,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.551,1.316,0.07,197,0.615,0.925,0.071,13,0.0,1.0,0.0,3,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.041,0.698,0.18,226,0.188,0.8,0.107,16,0.0,1.0,0.0,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0
220907,NARANJITO,AMAZONAS,UTCUBAMBA,mpas15,pp,20260825,20260923,00Z,D1,6h,1.048,2.187,0.192,115,0.875,0.854,0.143,8,1.0,0.949,0.051,2,0.0,1.0,0.0,1,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.002,0.009,S/D,214,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.007,0.022,S/D,160,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.001,0.005,S/D,182,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.001,0.003,S/D,210,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109096,BUENA VISTA,ANCASH,CASMA,mpas15,pp,20260825,20260923,00Z,D1,6h,0.0,0.0,S/D,107,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.437,1.429,0.298,218,0.889,0.845,0.152,18,0.5,0.769,0.188,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.796,1.796,0.198,161,0.857,0.878,0.12,14,0.333,0.923,0.067,9,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.102,0.459,0.23,189,0.625,0.839,0.147,16,0.1,0.889,0.056,10,S/D,S/D,S/D,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.148,1.016,0.143,214,0.389,0.848,0.123,18,0.0,1.0,0.0,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
4725A10C,CHAVIN,ANCASH,HUARI,mpas15,pp,20260825,20260923,00Z,D1,6h,1.253,2.975,0.152,109,0.667,0.893,0.102,9,0.667,0.889,0.105,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.336,0.737,S/D,230,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.877,1.55,S/D,173,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.17,0.435,S/D,197,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.062,0.308,S/D,227,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
109091,SAUCEPAMPA,ANCASH,HUAYLAS,mpas15,pp,20260825,20260923,00Z,D1,6h,0.917,1.884,S/D,115,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472182DA,PUENTE CAHUA,ANCASH,OCROS,mpas15,pp,20260825,20260923,00Z,D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.117,1.093,0.241,232,0.611,0.876,0.115,18,0.667,0.733,0.235,6,0.0,S/D,0.0,2,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.425,1.298,0.385,174,1.0,0.854,0.146,14,0.8,0.889,0.108,5,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.002,0.86,0.374,199,0.706,0.75,0.226,17,0.0,1.0,0.0,5,0.0,S/D,0.0,1,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.232,1.516,0.353,229,0.611,0.766,0.204,18,0.667,0.833,0.154,6,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47E89394,PACHACOTO,ANCASH,RECUAY,mpas15,pp,20260825,20260923,00Z,D1,6h,0.579,1.872,0.131,116,0.667,0.85,0.14,9,0.667,0.933,0.065,3,0.0,1.0,0.0,1,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.185,0.55,0.215,222,0.75,0.86,0.133,16,0.667,0.714,0.25,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.55,1.123,0.187,166,0.786,0.885,0.111,14,0.8,0.892,0.105,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.06,0.506,0.199,193,0.562,0.812,0.164,16,0.333,0.75,0.167,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.247,1.084,0.384,218,0.75,0.739,0.24,16,0.667,0.818,0.167,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47259496,RECUAY,ANCASH,RECUAY,mpas15,pp,20260825,20260923,00Z,D1,6h,0.658,1.682,0.107,111,0.625,0.881,0.111,8,0.667,0.938,0.061,3,S/D,1.0,0.0,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.389,0.956,S/D,230,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.283,0.645,S/D,173,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.005,0.026,S/D,197,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.046,0.225,S/D,227,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
110138,SHAQUEK,ANCASH,RECUAY,mpas15,pp,20260825,20260923,00Z,D1,6h,0.317,0.9,S/D,115,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,1.0,0.0,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,mpas15,pp,20260825,20260923,00Z,D1,6h,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.4,0.845,0.41,230,1.0,0.843,0.157,18,0.667,0.882,0.111,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.709,1.537,0.325,174,1.0,0.889,0.111,12,0.6,0.927,0.07,5,S/D,1.0,0.0,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.057,0.484,0.311,199,0.6,0.757,0.209,15,0.0,1.0,0.0,5,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.188,1.287,0.525,226,0.722,0.618,0.333,18,0.333,0.846,0.118,6,S/D,1.0,0.0,0,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,mpas15,pp,20260825,20260923,00Z,D1,6h,0.543,1.157,0.189,115,0.778,0.837,0.156,9,0.333,0.972,0.026,3,S/D,1.0,0.0,0,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.255,0.763,0.565,220,0.848,0.625,0.351,46,0.917,0.633,0.355,12,0.0,S/D,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.548,1.518,0.527,163,0.914,0.686,0.305,35,0.625,0.861,0.128,8,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.121,0.769,0.327,189,0.341,0.44,0.269,41,0.0,1.0,0.0,10,0.0,S/D,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.262,1.46,0.592,216,0.682,0.375,0.484,44,0.417,0.773,0.172,12,0.0,1.0,0.0,2,S/D,S/D,S/D,0
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,mpas15,pp,20260825,20260923,00Z,D1,6h,0.544,1.321,0.251,110,0.739,0.646,0.315,23,0.833,0.848,0.147,6,0.0,1.0,0.0,1,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.072,0.721,0.465,228,0.794,0.578,0.38,34,0.444,0.636,0.25,18,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.481,1.37,0.446,172,0.955,0.734,0.263,22,0.636,0.825,0.159,11,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.053,0.648,0.512,196,0.774,0.556,0.393,31,0.222,0.636,0.16,18,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.195,1.312,0.406,224,0.606,0.643,0.29,33,0.294,0.75,0.156,17,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,mpas15,pp,20260825,20260923,00Z,D1,6h,0.172,0.836,0.378,114,0.647,0.607,0.324,17,0.667,0.739,0.231,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.509,1.585,0.51,232,0.952,0.604,0.388,42,0.5,0.806,0.162,12,1.0,0.846,0.154,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.533,1.986,0.465,174,0.909,0.688,0.303,33,0.778,0.667,0.304,9,1.0,0.8,0.2,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.183,1.041,0.356,199,0.3,0.625,0.2,40,0.167,0.6,0.133,12,0.0,S/D,0.0,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.274,1.502,0.437,229,0.488,0.556,0.303,41,0.727,0.704,0.267,11,1.0,0.667,0.333,2,S/D,S/D,S/D,0
113246,TANCAYLLO,APURIMAC,CHINCHEROS,mpas15,pp,20260825,20260923,00Z,D1,6h,0.569,1.461,0.405,116,0.81,0.638,0.333,21,0.667,0.862,0.129,6,1.0,0.8,0.2,1,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.392,1.009,0.442,232,1.0,0.725,0.275,30,0.75,0.795,0.191,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.197,0.742,0.406,174,0.958,0.726,0.271,24,0.222,0.875,0.087,9,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.045,0.559,0.312,199,0.571,0.66,0.271,28,0.167,0.6,0.133,12,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.197,0.882,0.391,229,0.655,0.703,0.257,29,0.417,0.75,0.185,12,S/D,1.0,0.0,0,S/D,S/D,S/D,0
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,mpas15,pp,20260825,20260923,00Z,D1,6h,0.422,1.122,0.254,116,0.733,0.732,0.244,15,0.667,0.867,0.125,6,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,4,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,3,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,2,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,4,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,mpas15,pp,20260825,20260923,00Z,D1,6h,0.0,0.0,S/D,2,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.004,0.033,S/D,232,S/D,1.0,0.0,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,175,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.0,S/D,199,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,0.0,0.001,S/D,228,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,mpas15,pp,20260825,20260923,00Z,D1,6h,0.0,0.0,S/D,116,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.135,2.042,-0.035,234,0.0,1.0,0.0,2,0.0,1.0,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.228,2.337,-0.028,176,0.0,1.0,0.0,2,0.0,1.0,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.218,2.185,-0.007,201,0.0,S/D,0.0,2,0.0,S/D,0.0,2,0.0,S/D,0.0,2,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,wrf5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.091,1.441,-0.009,231,0.0,1.0,0.0,1,0.0,S/D,0.0,1,0.0,S/D,0.0,1,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,mpas15,pp,20260825,20260923,00Z,D1,6h,-0.179,2.027,-0.083,117,0.0,1.0,0.0,1,0.0,1.0,0.0,1,0.0,S/D,0.0,1,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,ecmwf,pp,20260825,20260923,"00Z,12Z",D1,6h,0.026,0.384,0.075,230,0.5,0.846,0.133,4,0.0,1.0,0.0,2,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,gfs,pp,20260825,20260923,"00Z,12Z",D1,6h,0.002,0.251,0.337,173,0.667,0.75,0.222,3,0.0,1.0,0.0,1,S/D,S/D,S/D,0,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,eta5,pp,20260825,20260923,"00Z,12Z",D1,6h,-0.03,0.303,0.343,197,0.25,0.0,0.25,4,0.0,S/D,0.0,2,S/D,S/D,S/D,0,S/D,S/D,S/D,0
