codigo,estacion,departamento,provincia,modelo,variable,periodo_inicio,periodo_fin,ciclos,horizonte,resolucion,bias,mae,rmse,spearman,n
211601,SAN JACINTO,ANCASH,SANTA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
211601,SAN JACINTO,ANCASH,SANTA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
113253,CURAHUASI,APURIMAC,ABANCAY,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-4.894,4.903,5.298,0.914,472
113253,CURAHUASI,APURIMAC,ABANCAY,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-5.531,5.531,6.128,0.883,480
113253,CURAHUASI,APURIMAC,ABANCAY,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-2.856,3.004,3.458,0.903,416
113253,CURAHUASI,APURIMAC,ABANCAY,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.466,2.092,2.682,0.92,472
113253,CURAHUASI,APURIMAC,ABANCAY,mpas15,temp,20260824,20260922,00Z,D1,3h,-6.903,6.903,7.262,0.909,240
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-3.281,3.411,3.844,0.878,467
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-3.913,3.92,4.275,0.9,474
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-3.935,4.078,4.588,0.831,411
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,-3.434,3.477,3.827,0.884,466
47263360,GRANJA SAN ANTONIO,APURIMAC,ABANCAY,mpas15,temp,20260824,20260922,00Z,D1,3h,-4.59,4.595,4.92,0.912,237
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.754,2.746,3.308,0.821,469
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,1.036,2.801,3.629,0.803,476
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,3.193,3.586,4.652,0.779,412
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,2.132,3.222,4.185,0.768,468
472B16EA,HUACULLO,APURIMAC,ANTABAMBA,mpas15,temp,20260824,20260922,00Z,D1,3h,-0.549,2.475,3.01,0.852,238
113246,TANCAYLLO,APURIMAC,CHINCHEROS,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,1.723,2.612,3.426,0.834,470
113246,TANCAYLLO,APURIMAC,CHINCHEROS,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,0.271,1.898,2.415,0.837,478
113246,TANCAYLLO,APURIMAC,CHINCHEROS,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.011,2.092,2.501,0.834,414
113246,TANCAYLLO,APURIMAC,CHINCHEROS,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,0.773,2.2,2.739,0.827,470
113246,TANCAYLLO,APURIMAC,CHINCHEROS,mpas15,temp,20260824,20260922,00Z,D1,3h,-2.167,2.751,3.614,0.786,239
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.23,2.194,2.745,0.849,468
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,0.424,1.594,2.024,0.9,476
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,3.105,3.335,4.024,0.859,412
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.406,1.996,2.573,0.885,469
472A1410,CASACCANCHA,APURIMAC,COTABAMBAS,mpas15,temp,20260824,20260922,00Z,D1,3h,-0.692,1.731,2.213,0.905,238
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.894,1.257,1.437,0.939,329
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.904,2.439,2.798,0.855,336
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,0.376,1.08,1.325,0.932,290
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.511,2.189,2.667,0.877,330
116085,AREQUIPA UV,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-6.812,6.865,7.4,0.768,168
47E26242,BOYADERO,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E26242,BOYADERO,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116083,CAYMA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472147C4,CHARCANI,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
116077,CHIGUATA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116077,CHIGUATA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116077,CHIGUATA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116077,CHIGUATA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116077,CHIGUATA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
116079,HUASACACHE,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,0.396,1.38,1.7,0.957,462
116079,HUASACACHE,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.768,2.522,2.973,0.891,470
116079,HUASACACHE,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.672,1.822,2.195,0.941,406
116079,HUASACACHE,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.933,2.725,3.378,0.862,462
116079,HUASACACHE,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-3.547,4.517,5.002,0.798,235
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.783,1.448,1.755,0.923,472
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.956,2.824,3.232,0.844,480
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,0.496,1.248,1.646,0.918,416
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.484,2.491,3.101,0.863,472
116065,LA PAMPILLA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-6.779,7.034,7.552,0.759,240
116086,LAS SALINAS,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,1.061,2.302,3.021,0.896,460
116086,LAS SALINAS,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,2.859,3.512,4.742,0.829,468
116086,LAS SALINAS,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,2.795,3.014,3.928,0.852,404
116086,LAS SALINAS,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,2.248,2.909,3.859,0.897,460
116086,LAS SALINAS,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-1.704,3.236,3.843,0.821,234
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,1.464,4.262,5.334,0.888,470
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,3.11,5.586,7.149,0.804,478
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,6.592,6.605,7.744,0.903,415
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,4.423,4.995,6.727,0.909,470
47E360B8,PATAHUASI,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-0.309,4.079,4.712,0.893,239
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
4722E032,PUENTE DEL DIABLO,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
116082,SAN FRANCISCO,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-4.485,4.711,5.61,0.865,470
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.974,3.704,4.38,0.84,478
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,1.936,2.369,3.053,0.909,415
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,2.239,3.095,3.999,0.831,470
47E3B6D0,SAN JOSE DE UZUNA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,1.624,3.043,4.007,0.836,239
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
47E27134,SOCOSANI,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,S/D,S/D,S/D,S/D,0
472EE1AE,TINGO GRANDE,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,S/D,S/D,S/D,S/D,0
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-5.014,5.066,5.618,0.857,472
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-2.497,3.112,3.862,0.835,480
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,0.996,1.444,1.871,0.9,416
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,0.573,2.647,3.043,0.826,472
116078,TUCTUMPAYA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-2.159,3.023,3.356,0.878,240
116081,YURA,AREQUIPA,AREQUIPA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-8.385,8.385,8.568,0.859,375
116081,YURA,AREQUIPA,AREQUIPA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-6.068,6.068,6.381,0.841,376
116081,YURA,AREQUIPA,AREQUIPA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.873,1.232,1.532,0.901,329
116081,YURA,AREQUIPA,AREQUIPA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.479,1.979,2.38,0.886,368
116081,YURA,AREQUIPA,AREQUIPA,mpas15,temp,20260824,20260922,00Z,D1,3h,-2.761,3.512,3.645,0.827,188
116084,CAMANA,AREQUIPA,CAMANA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.488,1.333,1.808,0.204,349
116084,CAMANA,AREQUIPA,CAMANA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.343,1.568,2.131,0.375,356
116084,CAMANA,AREQUIPA,CAMANA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-2.109,2.21,2.551,0.699,306
116084,CAMANA,AREQUIPA,CAMANA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.248,1.121,1.35,0.688,352
116084,CAMANA,AREQUIPA,CAMANA,mpas15,temp,20260824,20260922,00Z,D1,3h,-1.94,2.029,2.46,0.47,178
472D23BE,OCOÑA,AREQUIPA,CAMANA,ecmwf,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.448,1.545,1.819,0.632,472
472D23BE,OCOÑA,AREQUIPA,CAMANA,gfs,temp,20260824,20260922,"00Z,12Z",D1,3h,-2.108,2.118,2.331,0.689,480
472D23BE,OCOÑA,AREQUIPA,CAMANA,eta5,temp,20260824,20260922,"00Z,12Z",D1,3h,-1.485,1.937,2.288,0.637,416
472D23BE,OCOÑA,AREQUIPA,CAMANA,wrf5,temp,20260824,20260922,"00Z,12Z",D1,3h,-0.663,1.274,1.542,0.612,472
472D23BE,OCOÑA,AREQUIPA,CAMANA,mpas15,temp,20260824,20260922,00Z,D1,3h,-1.379,1.449,1.793,0.528,240
