codigo,estacion,latitud,longitud,2026091706,2026091712,2026091718,2026091800,2026091806,2026091812,2026091818,2026091900,2026091906,2026091912,2026091918,2026092000,2026092006,2026092012,2026092018,2026092100,2026092106,2026092112,2026092118,2026092200
4726E508,YONAN GORE,-7.25592,-79.09909,0.0,0.08,0.0,0.03,0.0,0.0,0.12,0.17,0.0,0.0,0.14,0.22,0.0,0.14,0.02,1.65,0.01,0.0,0.02,0.08
4726A602,CUTERVO,-6.37914,-78.81339,0.83,0.68,0.31,0.37,1.52,0.33,3.22,1.79,0.46,0.08,0.37,3.0,0.6,0.02,0.29,0.44,0.01,0.01,0.31,8.55
47E1F02E,TUNEL CHOTANO,-6.54049,-78.78432,0.83,0.68,0.31,0.37,1.52,0.33,3.22,1.79,0.46,0.08,0.37,3.0,0.6,0.02,0.29,0.44,0.01,0.01,0.31,8.55
472B3006,CUMBA,-5.94135,-78.66413,0.04,1.12,0.31,2.09,0.75,1.37,1.5,5.39,6.0,0.33,0.09,0.1,7.11,2.73,0.1,0.39,0.12,0.22,0.08,0.31
472680EE,BAMBAMARCA M,-6.67981,-78.52346,0.24,0.03,0.02,0.27,0.38,0.04,1.3,1.55,0.02,0.01,0.04,0.77,0.27,0.23,0.11,2.2,0.03,0.0,3.36,5.52
4726D092,BAMBAMARCA H,-6.66975,-78.54119,0.24,0.03,0.02,0.27,0.38,0.04,1.3,1.55,0.02,0.01,0.04,0.77,0.27,0.23,0.11,2.2,0.03,0.0,3.36,5.52
4727F484,CHUGUR,-6.66878,-78.738,0.38,0.18,0.08,1.5,0.27,0.02,3.17,9.15,0.03,0.0,3.84,8.42,0.55,0.56,2.09,6.54,0.21,0.02,5.44,7.07
47269398,JAEN,-5.67667,-78.77418,1.57,5.68,0.43,0.04,0.88,1.47,1.57,1.16,2.04,0.48,0.11,0.07,4.39,0.98,0.05,0.04,0.03,0.11,0.0,0.09
105136,SAUZAL,-5.77168,-79.39769,0.0,0.08,0.03,0.0,0.02,0.02,0.72,0.73,0.02,0.02,0.05,2.17,0.0,0.01,0.46,0.95,0.0,0.0,0.98,4.14
472A571A,HUALLAPE,-5.45077,-78.69579,0.3,2.42,0.21,0.12,0.05,0.14,0.48,0.92,1.94,0.07,0.01,0.47,14.0,5.65,0.08,0.55,1.93,1.37,0.01,1.54
4725E206,SAN MARCOS,-7.32249,-78.17269,0.01,0.29,0.05,0.56,0.44,1.35,1.7,4.26,0.13,0.01,0.23,3.51,4.47,1.84,0.54,3.08,0.59,0.08,1.95,5.4
47E207A4,TONGOD,-6.74456,-78.81392,0.38,0.18,0.08,1.5,0.27,0.02,3.17,9.15,0.03,0.0,3.84,8.42,0.55,0.56,2.09,6.54,0.21,0.02,5.44,7.07
47E1C5B4,CAÑAD,-6.64934,-78.99733,0.52,0.34,0.34,1.91,0.85,0.33,2.13,7.62,0.55,0.0,0.56,5.83,0.14,0.19,1.22,2.3,0.05,0.05,1.62,5.73
47E1E358,PUENTE AMBAN,-6.58271,-78.91262,0.27,0.44,0.08,0.21,0.53,0.28,1.43,8.86,0.69,0.03,0.29,8.38,0.08,0.21,0.08,1.55,0.0,0.0,0.87,7.0
47E3055E,CHANCAY BAÑOS,-6.57489,-78.86721,0.83,0.68,0.31,0.37,1.52,0.33,3.22,1.79,0.46,0.08,0.37,3.0,0.6,0.02,0.29,0.44,0.01,0.01,0.31,8.55
114132,POMACANCHI,-14.0278,-71.5726,0.0,0.06,0.02,0.0,0.02,1.98,1.17,2.59,3.42,0.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
47294362,SORAYPAMPA,-13.3955,-72.5736,0.0,0.24,0.15,0.01,0.89,0.66,1.05,0.56,2.4,0.19,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0
113252,ANCACHURO,-13.4724,-72.2188,0.0,0.03,0.22,0.07,0.14,0.35,0.28,0.27,2.43,0.09,0.31,0.0,0.0,0.0,0.17,0.03,0.0,0.0,0.09,0.0
472976F8,CALCA,-13.33333,-71.95524,0.0,0.01,0.24,1.26,0.51,1.4,1.69,1.57,0.68,1.88,0.18,0.02,0.0,0.0,0.67,0.27,0.0,0.0,0.49,0.16
472A6280,NUEVO PISAC,-13.42264,-71.85388,0.08,1.57,0.31,0.11,0.58,1.72,3.29,2.9,1.26,1.99,0.13,0.03,0.0,0.01,0.09,0.21,0.0,0.0,0.18,0.18
114125,SAUSAYA,-14.52931,-71.35831,0.0,0.0,0.19,0.0,0.0,1.53,0.7,2.59,3.51,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
114126,PAYAPUNKU,-14.4261,-71.28145,0.0,0.0,0.19,0.0,0.0,1.53,0.7,2.59,3.51,0.13,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
4726158C,SICUANI,-14.23736,-71.23669,0.0,0.0,0.18,0.0,0.0,0.55,1.07,1.42,5.46,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
47E8B578,SIBINACOCHA,-13.92214,-71.01823,0.0,0.04,0.03,0.02,0.13,0.49,0.47,0.66,1.81,0.69,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.02,0.01
472E025C,QUISOQUEPINA,-13.79505,-70.88622,0.03,0.53,1.05,1.0,1.34,3.2,2.11,3.06,0.2,1.57,0.01,0.0,0.0,0.0,0.18,0.76,0.0,0.0,0.56,3.27
114118,SALCCA,-14.16991,-71.23186,0.0,0.0,0.18,0.0,0.0,0.55,1.07,1.42,5.46,0.06,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
114123,MARCA CUNKA,-14.49847,-72.08952,0.0,0.01,1.21,0.5,0.02,0.34,1.03,6.48,1.31,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4729A090,SANTO TOMAS,-14.44896,-72.09645,0.0,0.01,1.21,0.5,0.02,0.34,1.03,6.48,1.31,0.01,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114124,HUAYHUAHUASI,-14.67242,-71.51991,0.0,0.0,0.37,0.31,0.54,0.03,1.6,2.08,0.82,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112264,PONGO DE MAINIQUE,-12.24986,-72.82447,0.01,0.49,0.18,0.02,0.01,1.31,1.72,0.02,0.0,0.42,1.3,0.0,0.0,0.0,0.6,1.18,5.38,0.71,0.34,1.42
4729658E,SAN PABLO,-13.02506,-72.61988,0.45,2.06,0.71,1.39,1.57,0.08,0.87,3.17,4.15,0.83,1.49,0.89,0.49,0.27,0.81,0.92,0.93,0.37,1.69,1.61
47E880E2,PICHARI,-12.52296,-73.83956,3.6,6.73,11.21,3.59,3.14,2.97,1.54,2.94,2.12,0.37,2.66,0.4,0.23,0.24,0.03,1.01,2.55,1.0,1.2,2.02
