codigo,estacion,latitud,longitud,2026091206,2026091212,2026091218,2026091300,2026091306,2026091312,2026091318,2026091400,2026091406,2026091412,2026091418,2026091500,2026091506,2026091512,2026091518,2026091600,2026091606,2026091612,2026091618,2026091700
ACOBAMBA,ACOBAMBA,-12.84361,-74.56161,0.23,0.0,1.27,1.01,0.0,-0.01,0.61,0.34,0.06,0.14,0.47,6.96,0.58,1.42,3.02,5.16,5.91,2.37,7.31,1.17
ACOPALCA,ACOPALCA,-11.98732,-75.10352,0.25,0.01,3.08,1.67,0.0,0.01,1.8,2.58,0.26,0.66,4.33,5.34,3.57,1.77,4.59,6.04,0.29,0.0,1.86,3.45
ACOSTAMBO,ACOSTAMBO,-12.36078,-75.05725,0.31,0.0,2.48,2.0,0.02,0.02,1.24,0.81,0.03,2.23,1.71,7.8,6.36,0.08,4.62,7.25,1.11,0.56,6.29,4.52
AGUAYTIA,AGUAYTIA,-9.04225,-75.50624,1.14,0.49,0.13,0.6,0.0,5.38,0.14,2.27,20.16,12.79,7.45,0.79,0.6,0.08,0.17,8.16,11.57,15.06,10.74,2.14
AIJA,AIJA,-9.78164,-77.60674,0.02,0.0,0.0,0.38,0.0,0.0,1.24,0.53,0.0,0.0,0.96,0.49,0.0,0.0,0.95,0.47,0.11,0.12,0.82,5.6
ALAO,ALAO,-6.517,-76.73806,0.0,0.0,0.58,0.12,0.0,2.99,0.52,1.59,11.67,11.52,5.2,3.13,0.32,0.11,1.68,1.83,11.69,8.39,1.89,1.25
ALCANTARILLA,ALCANTARILLA,-11.06068,-77.55028,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALTO DE POCLUS,ALTO DE POCLUS,-4.9169,-79.89047,0.65,0.06,0.19,0.19,0.0,0.02,0.15,0.9,0.0,0.0,0.38,1.53,0.53,0.43,0.69,1.71,1.8,0.21,0.73,5.11
AMAZONAS,AMAZONAS,-3.7,-73.3,0.0,0.0,0.13,0.37,0.0,-0.01,3.27,16.08,8.15,0.61,3.17,4.1,0.26,0.14,1.63,5.05,0.0,0.05,2.67,5.42
AMBAR,AMBAR,-10.75484,-77.2668,0.0,0.0,0.42,0.44,0.03,-0.01,0.08,1.6,0.0,0.0,0.03,0.46,0.03,0.0,0.0,0.03,0.0,0.0,0.02,0.82
ANANEA,ANANEA,-14.67628,-69.53386,0.26,0.08,1.09,0.85,0.0,0.01,0.0,0.0,0.0,0.0,0.18,0.09,0.0,0.0,0.23,0.09,0.0,0.0,1.17,0.35
ANDAHUA,ANDAHUA,-15.5009,-72.3551,0.0,0.0,0.0,0.01,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.79,0.95
ANDAJES,ANDAJES,-10.78361,-76.90028,0.02,0.0,0.44,0.4,0.0,0.0,2.12,0.79,0.2,1.13,2.75,0.47,0.03,0.0,1.04,0.43,0.14,1.05,5.42,9.58
